organisation_id,organisation_name,organisation_ror
B15E9056-951A-4279-81FD-19F4CD1B8926,McGill University,https://ror.org/01pxwe438
035CA38D-77F8-409F-8E0D-16D9A2EF6B55,McMaster University,https://ror.org/02fa3aq29
A9F2001F-EAFF-456A-B126-8B8F19439109,McMaster University,https://ror.org/02fa3aq29
11F53207-EC4B-4285-8148-F51BD8703078,Mediterranean Institute of Oceanography,https://ror.org/05258q350
D47B0753-3C90-4951-854F-32B731B2FEEB,Mekelle University,https://ror.org/04bpyvy69
594315C2-AF64-4E0E-8E84-742A4FE717F7,Memorial University of Newfoundland,https://ror.org/04haebc03
CA413EFC-A747-49E8-8E5C-F3E0AEE71CFC,Met Office,https://ror.org/01ch2yn61
67C23724-DEAF-4721-B21C-B1A231F8307D,Météo France,https://ror.org/0233st365
DFEC10C1-1EF4-44FA-8D39-BF7FDBE6AF95,Meteorological Office UK,https://ror.org/01ch2yn61
795AF545-4AAA-4FB9-A7D4-FF497BEDD159,"Meteorologisches Institut, Hamburg",https://ror.org/03t0n2419
8CA5214E-6797-49CC-B31C-129272A691F2,Michigan Technological University,https://ror.org/0036rpn28
30AE8BB6-4BA7-4DC8-B1FA-0837AAD7470C,Montana State University,https://ror.org/02w0trx84
C90A4D6A-58A9-4135-916C-307C54AB6D22,Moscow State Pedagogical University,https://ror.org/03a9mf398
3AFCFE3B-D233-4036-8CA5-26DB96CE2C75,Murmansk Marine Biological Institute,https://ror.org/00hqnxt08
DE861D51-3AD3-4096-BEF2-1B0CAB685914,Nagoya University,https://ror.org/04chrp450
3C83D166-D59D-442C-9A2B-1FD95D697859,Nansen Env and Remote Sensing Ctr,https://ror.org/015th0q50
D42988F8-266B-47BC-A189-39B60BD2C235,Nansen Environmental and Remote Sensing Center,https://ror.org/015th0q50
27663D71-7AE3-4892-9CF2-0F5EFF7719F9,National Aeronautics and Space Administration,https://ror.org/027ka1x80
7E38C1E1-8BF4-463F-A247-379E76232649,National Aeronautics and Space Administration,https://ror.org/027ka1x80
5FEE7C1E-93D9-423E-8EC9-F02DFAD7885D,"National Agency for New Technologies Energy and Sustainable Economic Development",https://ror.org/02an8es95
8FEC53FF-D1EB-4D94-A521-DA50C4D2BE6B,National Center for Atmospheric Research,https://ror.org/05cvfcr44
E832E52D-BA78-421E-B29F-05C8AD45D305,National Center for Scientific Research,https://ror.org/00x9ewr78
BA4CB503-4E47-42E7-9549-FB84D403AE0D,National Central University Taiwan,https://ror.org/05bqach95
8C81B867-5EDE-464A-9088-F5D76E83C3C9,National Centre for Atmospheric Science,https://ror.org/01wwwe276
0D68AF09-EA78-4E15-96D1-8662EAFA4EF8,National Centre for Atmospheric Science,https://ror.org/01wwwe276
FCBEE573-5D2A-47B2-B986-348860ED1AE6,National Centre for Earth Observation,https://ror.org/0375jbm11
AB2612EF-C1BC-4153-BB6A-6D94EA70A6EA,National Centre for Earth Observation,https://ror.org/0375jbm11
C288A985-2FC0-49E4-BE22-E93870316046,National Centre for Medium Range Weather Forecasting,https://ror.org/021kzta69
2F03BB8A-BFFA-460B-BAE0-21E9D689DA8A,National Geographic,https://ror.org/01kq4t285
839A99BE-7B04-42E6-9D8C-7A43559FCDF5,National Great Rivers Research and Education Centre,https://ror.org/04byy6k28
48C27757-DF1E-4787-8236-E7FCB9E513F3,National Institute for Space Research,https://ror.org/04xbn6x09
E04ABF4E-89BE-44D0-96CA-22D079FC5B7E,National Institute for Space Research Brazil,https://ror.org/04xbn6x09
E21A2DCD-6527-458A-8D28-5C1B8F5F4774,National Institute of Geophysics and Volcanology,https://ror.org/00qps9a02
AF25EFEC-6873-4E59-91A1-7166A81FCD1E,National Institute of Optics,https://ror.org/02dp3a879
608ADFD5-4A2E-4A9A-865B-63EFBDA915CE,National Institute of Polar Research,https://ror.org/05k6m5t95
CDFA37F2-E2F8-47D6-B3E1-80110E0E3AC0,National Museum of World Cultures,https://ror.org/03rkcd137
616ABA1A-F2D1-4334-9A31-DAD5A0949D06,National Museums Northern Ireland,https://ror.org/03nqb0t90
50A401EB-F6F5-450B-AC1A-1C775F7FC1FB,National Oceanic and Atmospheric Administration,https://ror.org/02z5nhe81
36F96D1A-6667-4859-866C-E07531998109,National Oceanic and Atmospheric Administration,https://ror.org/02z5nhe81
49B0BCF7-D1A5-482D-B0B8-B371936DADFF,NATIONAL OCEANOGRAPHY CENTRE,https://ror.org/00874hx02
5E56AA55-2FCB-42C0-8298-0E50E45FF803,NATIONAL OCEANOGRAPHY CENTRE,https://ror.org/00874hx02
7D327166-2487-4608-B1CA-735AAF1F0944,National Park Service,https://ror.org/044zqqy65
076C77C0-C0D1-45AC-9F69-5D9AEDA5DDBE,National Physical Laboratory,https://ror.org/015w2mp89
5638C9D9-929A-4BBC-A216-BD0B418CB3C0,National Research Council,https://ror.org/035rrps97
4724FE6E-E473-496B-9187-C28E5898D63D,National Research Council Canada,https://ror.org/04mte1k06
DA304700-E0C3-4174-80FB-5D7CE04FCC43,National Research Tomsk State University,https://ror.org/02he2nc27
00A1DCFE-586A-4CAC-A119-AC2ABDE696E7,National Science Foundation,https://ror.org/021nxhr62
24B7A631-86F2-4409-A018-980A69B4872D,National Research University Higher School of Economics,https://ror.org/055f7t516
2EC766C2-32E8-495C-825D-2787C1B03A80,"National University of Ireland Maynooth",https://ror.org/048nfjm95
F6CA4A6E-92E0-4FE0-A3A4-4909A4AF9F98,Natural Environment Research Council,https://ror.org/02b5d8509
B3847F2C-B829-4B66-85E8-31A2E75C9A20,Natural History Museum,https://ror.org/039zvsn29
B67C7800-79EF-49C7-9968-8A9A1D3C7A33,Natural Resources Canada,https://ror.org/05hepy730
F22AEBA2-1EAD-441D-AD81-31A897E2C14C,NCAR National Center for Atmospheric Research,https://ror.org/05cvfcr44
8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,NERC,https://ror.org/02b5d8509
302DE0C3-6809-4EB5-BB59-F89E6BE3EDD9,NERC CEH,https://ror.org/03k84rm07
AA74BEFD-ACAF-45CC-A5C5-18B751C8D0C5,Newcastle University,https://ror.org/00eae9z71
B759FBD8-81F8-46D4-B42B-03896C060102,Newlife the Charity for Disabled Children,https://ror.org/00yh11w37
E1F4AC2E-5609-46BF-9E27-BFB53CB0AA4D,Netherlands Institute of Ecology,https://ror.org/01g25jp36
68C2AE96-023D-4BBD-A73C-EB0C77416F13,Niigata University,https://ror.org/04ww21r56
C8BCB8AD-BB1D-435E-ACF8-758A5EB5CC1A,NORCE Norwegian Research Center AS,https://ror.org/02gagpf75
B2A414A8-E61E-4537-A616-FC0398A19966,NordForsk,https://ror.org/05bqzfg94
36E748BD-41F2-4B5B-862C-96C1BE9696D7,North Atlantic Marine Mammal Commision,https://ror.org/042rwda30
4B3AA179-401D-4B59-83D7-A358A1943FB1,North East Science Station Cherskii,https://ror.org/04fm9y474
ECDD449F-AEDA-4A5A-9BFF-CBB5FCB07587,North East Scientific Research Station,https://ror.org/00q1c3610
50A43013-3079-4263-AF88-9EF45E521823,North-Eastern Federal University,https://ror.org/02p6aa271
AC5CE1AF-D467-4F7C-B94B-889153D51FE8,Northeast Iceland Nature Research Ctr,https://ror.org/016nn6y69
EC69C33D-0382-42AF-86EA-60B1FC93835C,Northern,https://ror.org/007vzwm62
2C9E86CB-A5C2-4B2D-AE83-00BFD0D0DF1E,Northern Arizona University,https://ror.org/0272j5188
9C0CA61F-168B-41F4-A20A-DAE231970DE1,Northumbria University,https://ror.org/049e6bc10
B6447E6A-574E-42D4-ACF8-572331D5E51D,Northwest Territories Geoscience Office,https://ror.org/05hqvvq43
D9388C5C-F009-473E-B382-8CB53F5DB7EF,Norwegian Geological Survey,https://ror.org/036dwbr90
D61F9B99-01EC-4C64-B733-DA2660B5A575,Norwegian Institute for Air Research,https://ror.org/00q7d9z06
756CD128-4EDC-407F-907F-CA566A01A5F2,Norwegian Institute for Nature Research,https://ror.org/04aha0598
D5080B25-E54C-4AAB-BAAD-2104E7C84E88,Norwegian Institute for Water Research,https://ror.org/03hrf8236
F6ECED3C-E11C-4426-ACC3-B2005B66A63F,Norwegian Institute for Water Research,https://ror.org/03hrf8236
02B154F0-41BD-4230-BC4A-1AA26C7CB147,Norwegian Institute of Bioeconomy Research,https://ror.org/04aah1z61
B265FD17-99FD-405D-8C01-08B06DFFDAC6,Norwegian Institute of Marine Research,https://ror.org/05vg74d16
95088490-C4F8-4897-A7FF-113B721CCC87,Norwegian Meteorological Institute,https://ror.org/001n36p86
DCDE34A6-8B68-4C07-A810-CEBB986E1139,Norwegian Polar Institute,https://ror.org/03avf6522
46794E33-9B77-4DAA-91C1-91F0716BCD28,Norwegian Research Centre,https://ror.org/02gagpf75
9241F089-51E4-4CB5-BFB4-F89E66D61885,Norwegian University of Science and Technology,https://ror.org/05xg72x27
3AB9D649-B9AF-435F-9BD6-DB8D8260A2B1,Norwegian University of Science and Technology,https://ror.org/05xg72x27
C4692A8D-8D43-4B05-A278-C51CE34C7D4F,Norwegian Veterinary Institute,https://ror.org/05m6y3182
B9C65251-988C-46D6-B37B-039F87731E39,Nottingham Trent University,https://ror.org/04xyxjd90
A0C5C2A1-8989-4CD1-8528-A7E47FFB6DF4,Noveltis,https://ror.org/00shj4079
0C2F250D-7C2F-4A17-B5F6-10A2721EF504,Oak Ridge National Laboratory,https://ror.org/01qz5mb56
A51BD018-294B-4EB8-B825-B82E3C3AB1CD,Oakland University,https://ror.org/01ythxj32
5D2C232B-519D-4DA1-A5B3-C26D38DF380A,Ocean Atmosphere Systems,https://ror.org/01x2g0m45
045D49DD-A6A5-4475-A4A5-BAAB147E10D7,Oregon State University,https://ror.org/00ysfqy60
1D057C11-138D-473B-A25D-37C68E8E1B30,Oregon State University,https://ror.org/00ysfqy60
71FAAED2-EA0B-4036-9BDB-4DB35F51E29A,Paris Diderot University,https://ror.org/013bkhk48
31078669-F798-4F3F-A962-2F1D353B737A,Pennsylvania State University,https://ror.org/04p491231
1A3E6B80-4D63-497A-8214-CEDD92A02CEE,Planet Ocean Ltd,https://ror.org/02ekwm539
89ADC7BB-5544-4F9F-8822-8AD84F6B325D,PLYMOUTH MARINE LABORATORY,https://ror.org/05av9mn02
654226C6-BE00-44AE-BA68-D7C8B6AF80A5,Plymouth Marine Laboratory,https://ror.org/05av9mn02
6C52FA7B-3451-48B8-B2F5-B08CEEB1C4EB,Plymouth University,https://ror.org/03f914y84
EA126AB3-0590-4A5F-B2A9-C5A5DA7A0610,Polish Academy of Sciences,https://ror.org/01dr6c206
8F5E8B51-D647-4941-B8EE-E46F96ADAB56,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88
37FF9634-FEDB-415B-8268-0821C5660F01,Princeton University,https://ror.org/00hx57361
4BACBCB7-B269-4051-82FB-167C80EF1E8A,Princeton University,https://ror.org/00hx57361
4BAFE80E-23D5-448C-B4A6-F078D73A9993,Private Address,https://ror.org/013kf9t32
61733E99-9209-4D22-B189-81092CBADBFF,Quaternary Research Association,https://ror.org/05pyxbe18
1060F625-A74C-4896-9E14-A578B83AA015,Queen Mary University of London,https://ror.org/026zzn846
AB74CD93-1466-4497-93FB-1EE707768B02,QUEEN MARY UNIVERSITY OF LONDON,https://ror.org/026zzn846
23B1695D-4900-4E78-87AF-9CEB5F1C5E52,QUEEN'S UNIVERSITY BELFAST,https://ror.org/00hswnk62
C142C0C0-7A6A-4A97-AF32-A6BF562319BF,Queen's University Belfast,https://ror.org/00hswnk62
3006BDF4-A4CE-408C-BA22-BC40AFA467D3,Research Councils UK,https://ror.org/01x9fwa61
56D3AE17-B8DD-4373-89D4-A0CB6BC0DB50,Rolls-Royce,https://ror.org/018a0bk66
90C58A19-72D6-4C0F-A472-AEDBD43B768E,Royal Belgian Institute for Space Aeronomy,https://ror.org/03vfw8w96
02142B14-5C71-4844-A090-4CBCBDA20CC6,Royal Geographical Society,https://ror.org/03k7szx23
036F7762-A3D3-4E03-BD6E-FB156F323872,Royal Holloway University of London,https://ror.org/04g2vpn86
4E02FF29-13B0-44CF-AE72-CEBEABD4C29B,Royal Institute of Technology,https://ror.org/026vcq606
B4CA4C09-973A-43B4-8FBC-10B15B0061C2,Royal Institute of Technology,https://ror.org/026vcq606
CA3B785C-3521-4F97-82E8-2633BBCF87BD,Royal Netherlands Institute for Sea Research,https://ror.org/01gntjh03
ABA3767C-CE2C-4722-8198-93F9BE1AC9FF,Royal Netherlands Meteorological Institute,https://ror.org/05dfgh554
895273A7-FDF9-41B3-B20B-94A1F23899FD,Royal Society for the Protection of Birds,https://ror.org/0138va192
1721EEE8-4239-4B88-9193-AA8BBFFB6649,Russian Academy of Sciences,https://ror.org/05qrfxd25
EEF68A1C-C772-4928-9EA4-65CD59422697,SCOR,https://ror.org/04mc82d47
A46B6242-2647-45E7-9D7F-7875A5537574,Scottish Association For Marine Science,https://ror.org/04ke6ht85
EFD4A204-DC10-452C-9877-3C64E651E4E3,Scottish Association for Marine Science,https://ror.org/04ke6ht85
DA5321FF-BF82-4CD5-9C2E-BBD6F18410CA,Scottish Environment Protection Agency,https://ror.org/01kxjy285
F0456665-5F6E-48B3-A8B7-D1E15EFD4F35,Scottish Universities Environmental Research Centre,https://ror.org/05jfq2w07
561CB889-A9F6-4214-961C-D6558FAA6048,Scottish Water,https://ror.org/03cc62s85
4649E93A-A4A8-432C-9959-7B8273BE879D,Scripps,https://ror.org/04v7hvq31
B7819B27-3F90-4712-9C4A-68DDEF770519,Scripps Research Institute,https://ror.org/02dxx6824
06C63DC1-A509-4EE3-83CA-48279227BDF5,Seafood Shetland,https://ror.org/00xrtc164
212B2C37-0736-4F1C-9901-75968B7086C9,Senckenberg Research Institute and Nature Museum Senckenberganlage,https://ror.org/00xmqmx64
209C674C-35B7-4FD8-BEA3-4A6B644A6A75,Siberian Branch of the Russian Academy of Sciences,https://ror.org/02frkq021
A68F9D7C-AE73-4C95-AF8F-CF1A6E27BAA6,Siberian Federal University,https://ror.org/05fw97k56
DD5CAD4B-59FE-422B-BD3C-41B92D01C2E4,Simon Fraser University,https://ror.org/0213rcc28
8AB32689-790F-47C9-A8E6-12CAC762FDB6,Sintef Energi As,https://ror.org/0590dbq33
2099BE05-8536-4FC6-BEB3-CE0C927651D9,Sir Alister Hardy Foundation for Ocean Science,https://ror.org/01b1y2d10
F93B2467-1BC3-4D36-B5E8-05A0A864604C,Society for Underwater Technology,https://ror.org/02bn4n710
83C8B026-2611-488B-B82B-66236B9A79F3,Solent University,https://ror.org/05xydav19
EEFC8C15-A368-4C1A-8918-073AEA0AE8B2,Sonardyne International Ltd,https://ror.org/05a3jmv43
8798A144-3DA4-434B-9083-FC4A41C16E04,Sorbonne University,https://ror.org/02en5vm52
E9B72777-5F1E-418A-A0DE-6F9000C47521,South African Nat Space Agency,https://ror.org/02epph894
AC3B0072-66A2-480C-904E-34B5E07DE821,South Dakota State University,https://ror.org/015jmes13
E93E3975-3E15-4037-9D55-F3996BC18C12,Space Studies Centre of the Biosphere,https://ror.org/01225hq90
184F0372-7034-44FD-95FA-5D31E6F5294F,Spanish National Research Council,https://ror.org/02gfc7t72
EF557DB3-F3E1-402F-BCF9-C3EBDD43E83C,St. Catherine University,https://ror.org/03x1f1d90
F9FAD857-B00D-47C4-BD03-0C0CA5D7E88C,Stanford University,https://ror.org/00f54p054
4BDD9DFF-0796-46AE-97C0-EFA4B6D56B8C,Stanford University,https://ror.org/00f54p054
FCC9B980-353B-44E4-9974-8D94EF101918,State of Alaska,https://ror.org/01c2m5m96
A6681A4E-3C29-47DA-9F62-0BEC41245174,Stockholm University,https://ror.org/05f0yaq80
0117BE3F-7D91-457E-AF8C-1F1080FA141B,Sun Yat-sen University,https://ror.org/0064kty71
F27E23A4-24C4-43D7-8796-B37B1A816DC4,Surgut State University,https://ror.org/01gsr9f55
C11E4053-874C-4D80-A724-5687C5732465,Swansea University,https://ror.org/053fq8t95
AA72EF12-BDFC-4C58-A101-CDD3725D83D1,SWANSEA UNIVERSITY,https://ror.org/053fq8t95
D08DE724-F6CF-4B09-B76C-E79B8954A739,Swedish Polar Research Secretariat,https://ror.org/02t64n115
B54B6392-C06A-4A15-94D0-160BC518C019,Swedish University of Agricultural Sciences,https://ror.org/02yy8x990
A8AA317E-81CF-4EF3-A997-D5AC477002AC,"Swiss Federal Institute for Forest, Snow and Landscape Research",https://ror.org/04bs5yc70
7B559ABC-2093-4167-B5CA-EC21833AFF16,Swiss Ornithological Institute,https://ror.org/03mcsbr76
5F834823-A717-478C-9243-EB8559708D95,Syktyvkar State University,https://ror.org/03bxk9355
E7263417-B579-4FB1-9507-49B6194EE152,Syngenta,https://ror.org/0310sdb05
0CF38B94-C445-4752-B056-D95B5954AB1B,Syngenta International AG,https://ror.org/0310sdb05
C16B54A6-3EC8-4B36-85FF-511976FEFC2C,Tadiran Batteries,https://ror.org/021q7b987
CF31C31F-DCD8-4050-80E0-433CB5D7A502,Tanzania Bird Atlas,https://ror.org/05tacab76
91131BE1-C6F1-489A-B288-7C17E1C007F6,Technical University of Denmark,https://ror.org/04qtj9h94
9D4EDA8F-FF39-4782-8394-610F94F1FE6E,Technical University of Dresden,https://ror.org/01t4pxy10
5960B9AC-1CFD-40E8-B0F7-83ADDBBC70EF,Technical University of Madrid,https://ror.org/03n6nwv02
4E452FCB-7FAB-4CF0-A7AF-AD3FAAAF5C39,Tel Aviv University,https://ror.org/04mhzgx49
F12256A9-C88A-4048-A00B-D8EEA9756FD2,The Climate Change Committe,https://ror.org/04gq3m222
033EE4D9-439B-4A9F-A754-B34D5DAC35FC,The Open University,https://ror.org/05mzfcs16
DB4C8C23-97DB-47F4-9532-F95EA4BB64AC,The Oxford University Museum of Natural,https://ror.org/01yvmqs58
EEDAFE5F-FB22-4294-8E99-C18DBAA64746,The University of Texas at Austin,https://ror.org/00hj54h04
76F3DE35-9293-4736-97C1-81BCD1EC9A2A,The University of Texas at El Paso,https://ror.org/04d5vba33
611A76D3-3DC3-479F-9DF3-7C5D1B592DB5,Tomsk State University,https://ror.org/00x3rpv59
3D82D38A-2EE7-42B5-853C-005092A57016,Towson University,https://ror.org/044w7a341
7215029F-1C1A-4D9E-BDEB-ACFE6A36E83A,Trent University,https://ror.org/03ygmq230
610A47B6-7A1E-406C-AE8C-306550117FFF,TU Dresden,https://ror.org/042aqky30
96D21B95-725A-4F9D-9BB3-0BAFD7BD80BA,Ugra National Park,https://ror.org/052nhsv65
DF614091-B817-435D-B76B-57187CC2D125,UK Centre for Ecology & Hydrology,https://ror.org/00pggkr55
E5B53E2A-690A-451A-A3D3-8F09A4931A71,UK Polar Network,https://ror.org/049czkm07
5807F429-7BF0-4E42-917E-D4ADF5399E7B,UKRI,https://ror.org/001aqnf71
07BE918F-6FCD-4DB8-B61E-BC975CEB3AD3,UK Space Agency,https://ror.org/051sgbe98
20E85FAD-C64C-49D4-A392-CD06CB685BD5,Umea University,https://ror.org/05kb8h459
7DDEA9C1-3738-4E5C-B326-8620CF5DDD81,Umeå University,https://ror.org/05kb8h459
2F134E4C-E4A6-4F26-A2F1-CADEC25EC245,United Kingdom Antarctic Heritage Trust,https://ror.org/03c388s57
96842936-FD8D-4EDC-B89B-17248FABB114,United Kingdom Space Agency,https://ror.org/051sgbe98
F2B1133D-5EFD-4E84-A869-3E896C949297,United Nations,https://ror.org/006kxhp52
911CA101-90D5-425D-BCDE-72EE3E1C08F9,"United Nations Educational, Scientific and Cultural Organization",https://ror.org/04h4z8k05
F21D3DDF-53E5-4348-9B0E-516773A3AFFF,United States Geological Survey,https://ror.org/035a68863
6DE36B3E-65CE-4A57-8480-68FA92453E1D,United States Naval Research Laboratory,https://ror.org/04d23a975
B9C677D5-9CB8-4EC1-84B1-1FFDF7566849,Universidade Federal de Minas Gerais,https://ror.org/0176yjw32
BEAC0ED1-9D68-4E2C-852F-1E66AE852597,Universität Hamburg,https://ror.org/00g30e956
CB1D6C86-07F7-4CDA-BD6C-4B8003A443F3,Universität Innsbruck,https://ror.org/054pv6659
44A77BBB-A6F4-490F-BA40-5CB1685A7AB9,Université Catholique de Louvain,https://ror.org/02495e989
7CADB35D-F34B-42CA-AE7D-AFC11A2CDCCB,Université Catholique de Louvain,https://ror.org/02495e989
CC6C3A70-605F-43EB-BFD5-2110D9FA31D9,Université du Québec à Rimouski,https://ror.org/049jtt335
E0CC9FE5-8E22-48E7-A4F0-302B9CD7149F,Université du Québec à Trois-Rivières,https://ror.org/02xrw9r68
739B1D94-2860-45C3-B4AA-BE432E04A3AB,Université Laval,https://ror.org/04sjchr03
1A9F1085-E46C-4596-857F-4B9F2E6B3FF8,University Centre in Svalbard,https://ror.org/03cyjf656
942F130E-88A3-4321-96C9-DDECA7268C5F,University Centre in Svalbard,https://ror.org/03cyjf656
8934133A-B52F-4A87-8FA8-4EAA37543ED6,University College Dublin,https://ror.org/05m7pjf47
E7BE255A-5E4B-4E40-9A39-F1458486B92F,University College London,https://ror.org/02jx3x895
42071096-BAA9-4D10-8EF9-0173360DC723,University College London,https://ror.org/02jx3x895
B7511C32-3F4D-4886-986D-1B550BA91AFB,University Libre Bruxelles,https://ror.org/01r9htc13
B1B08A96-2C79-439C-9685-12880FC7A690,University Libre Bruxelles,https://ror.org/01r9htc13
4240E98A-DD72-4426-9E1A-976004E82C1B,University of Aberdeen,https://ror.org/016476m91
E22148EF-AA07-46B2-AE25-5A3C12BA0857,UNIVERSITY OF ABERDEEN,https://ror.org/016476m91
6AF501A7-D1BF-4371-B87A-181BCC34EB93,University of Adelaide,https://ror.org/00892tw58
93E92BD8-4E76-4BCA-A930-5D0F8A54551B,University of Alabama,https://ror.org/03xrrjk67
DB0F32F8-CCBF-44A9-8ADA-1206AA9BF5DC,University of Alaska,https://ror.org/02y8nb297
B8978B15-8C6B-4652-9966-43E2CD4AD1C0,University of Alaska Fairbanks,https://ror.org/01j7nq853
121A3675-62B7-4B70-8DCA-43868A40000A,University of Alaska Southeast,https://ror.org/02y8nb297
3BE5C91E-2749-45BD-BB74-4911FC6EA153,University of Alberta,https://ror.org/0160cpw27
6FE52E9E-7CBF-4CE5-9471-07B0E6F15D39,University of Alberta,https://ror.org/0160cpw27
0E874C79-45C9-4CE3-807F-5431DADFDA17,University of Alcalá,https://ror.org/04pmn0e78
0739F8C5-59EC-435D-9675-A4A4566B0802,University of Aveiro,https://ror.org/00nt41z93
5A199D1E-A580-4E50-8F18-A1C8CF2F85D6,University of Bath,https://ror.org/002h8g185
F1C4ED52-EE5B-44D9-8A6A-D1169B28D266,University of Bergen,https://ror.org/03zga2b32
325758B8-7634-492E-A98B-581F5C98D348,University of Bergen,https://ror.org/03zga2b32
C8510569-6A0E-4D31-ACBA-E7649CDBD1A5,University of Bern,https://ror.org/02k7v4d05
47AC5C0C-6553-4E0E-B591-65899B6059E4,UNIVERSITY OF BIRMINGHAM,https://ror.org/03angcq70
6BE9EFE8-67BC-4376-9142-6AE1A9AA6498,University of Birmingham,https://ror.org/03angcq70
7CB1C129-5659-4903-AD02-F143B3E7AD93,University of Bonn,https://ror.org/041nas322
1E964BF7-D8C3-467D-B2A8-1BF090CA7FAB,UNIVERSITY OF BOTSWANA,https://ror.org/01encsj80
821E4F5C-D49B-497E-9DF3-3265F02300FD,University of Bremen,https://ror.org/04ers2y35
60820EF0-97E3-4EC0-95D6-68FEA4E6E640,University of Bremen,https://ror.org/04ers2y35
25335D80-2025-4154-989F-37646A6EFBE1,University of Bristol,https://ror.org/0524sp257
3AFC4E80-1071-4043-B55D-5DC3BFBAFCA2,University of Bristol,https://ror.org/0524sp257
C743FF2E-5D56-4FF4-A04A-482644931692,UNIVERSITY OF BRITISH COLUMBIA,https://ror.org/03rmrcq20
9978CCE3-00F2-471A-B892-66AC0C6CCEC6,University of British Columbia,https://ror.org/03rmrcq20
6B3B49BB-4EA0-43BC-A3AC-4D754FC777C4,University of Calgary,https://ror.org/03yjb2x39
C318E0B9-8FC8-4AEE-8B47-3B0FBDF11987,University of Calgary,https://ror.org/03yjb2x39
097CEDE1-A4F3-4BF1-82F6-05982DB092E5,"University of California Davis",https://ror.org/05rrcem69
DBCAB250-10CF-463A-B43F-B566141D9516,"University of California Irvine",https://ror.org/04gyf1771
4945036A-90E9-492F-95C9-C517BEF7F7C5,"University of California Merced",https://ror.org/00d9ah105
6FCBD805-5F34-4D61-AE88-B398B1BAA3EF,"University of California San Diego",https://ror.org/0168r3w48
387FA04D-FBE2-4C3F-8A2B-912C5D0129E4,"University of California San Diego",https://ror.org/0168r3w48
8C59383D-467C-4A3E-AF65-4B3F82FD1E27,University of Cambridge,https://ror.org/013meh722
A7511831-607B-4196-A226-870292A6A98D,UNIVERSITY OF CAMBRIDGE,https://ror.org/013meh722
3591F304-C2FA-404E-9DFD-20810B8BD1D2,University of Cantabria,https://ror.org/046ffzj20
8701C433-B463-4F07-B7E2-85C8BB789931,University of Cape Town,https://ror.org/03p74gp79
0B066D7D-65D9-4542-8CCF-CD092BE524F5,University of Colorado Boulder,https://ror.org/02ttsq026
EF9EE5C5-2204-40A8-B994-0E7E07E07443,University of Colorado Boulder,https://ror.org/02ttsq026
08FDACAC-211C-431D-874D-22CDA83B68AC,University of Connecticut,https://ror.org/02der9h97
60209DE1-5DCA-4C32-B008-76C318794EF1,University of Copenhagen,https://ror.org/035b05819
67745246-9DF3-4C89-B743-B8B49E9DB564,University of Delaware,https://ror.org/01sbq1a82
64C80B7D-0C45-4C92-B4B2-84216E70EA89,University of Denver,https://ror.org/04w7skc03
B4A513E1-7397-4B81-B6D9-F640147686F6,University of Dundee,https://ror.org/03h2bxq36
D8221B16-0433-4282-BAA8-6447A1BA1F81,UNIVERSITY OF DUNDEE,https://ror.org/03h2bxq36
C131DAC0-7FB4-4E59-B253-C6557AC44486,University of East Anglia,https://ror.org/026k5mg93
74616D60-16E3-4F36-8F81-E6F03F0A308A,University of East Anglia,https://ror.org/026k5mg93
0901A29D-57C4-4B57-9277-DFFE89A08074,University of Eastern Finland,https://ror.org/00cyydd11
A4735E0B-ED6E-4FC5-9497-CFE564317F54,University of Edinburgh,https://ror.org/01nrxwf90
8B595132-049C-4500-A9B6-EE31F57B1B88,UNIVERSITY OF EDINBURGH,https://ror.org/01nrxwf90
09E8DBA6-A48F-43C3-AB86-C73A2666B10E,University of Essex,https://ror.org/02nkf1q06
01F2924C-FFB4-481B-B8F0-31234D33F0FA,UNIVERSITY OF EXETER,https://ror.org/03yghzc09
BCEF4DDE-7EBB-4D97-9C5B-9F277C1FEE13,UNIVERSITY OF EXETER,https://ror.org/03yghzc09
AEFFDBBA-4B3A-4CFD-B11E-329491F925BB,University of Florence,https://ror.org/04jr1s763
32FF2709-F690-4FDB-B6DF-81D32D74B600,University of Florida,https://ror.org/02y3ad647
F1BE053D-0EFA-4961-B64B-484629B79903,University of Fribourg,https://ror.org/022fs9h90
1CFA108F-E12C-468F-9ACF-99D7C2ABECC4,University of Genoa,https://ror.org/0107c5v14
F4A4B01F-8D6F-4E89-888A-0D69DCC0EF6D,UNIVERSITY OF GHANA,https://ror.org/01r22mr83
69725A03-CA58-4095-BE3F-258AE6B86E05,University of Giessen,https://ror.org/033eqas34
A582A3F3-3912-4FCA-B599-3E1E8432BFC7,UNIVERSITY OF GLASGOW,https://ror.org/00vtgdb53
595A5FEA-6A63-4445-BD0B-7CA0CC2EE7DF,University of Glasgow,https://ror.org/00vtgdb53
180985C9-F032-4B69-85C9-EA20759086A8,University of Gothenburg,https://ror.org/01tm6cn81
507D03E5-28EA-4B64-BF56-1B7CDEC038DF,University of Groningen,https://ror.org/012p63287
1D474FC3-375E-4B04-8C3F-AB0BE56A612D,University of Groningen,https://ror.org/012p63287
C2D75879-3B00-400C-80E4-2E1B5FF1B7D4,University of Guelph,https://ror.org/01r7awg59
